Container,CPU Utilisation,Memory Utilisation,Iteration
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,1946.0,71.0,2.0
jdk2-2-2-02,1919.0,68.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
jdk2-2-2-02,3038.0,334.0,2.0
jdk2-2-2-01,2263.0,252.0,2.0
